Weeklyearnings,female,age,agesquared,dropout,hsgrad,somecoll,collgrad,collplus
800,0,38,1444,0,1,0,0,0
800,1,50,2500,0,0,0,1,0
800,0,33,1089,0,0,1,0,0
800,1,56,3136,0,0,0,1,0
800,0,46,2116,0,1,0,0,0
800,1,21,441,0,1,0,0,0
800,0,33,1089,0,0,1,0,0
800,0,33,1089,0,1,0,0,0
800,0,52,2704,0,1,0,0,0
800,1,31,961,0,0,0,0,1
800,0,33,1089,0,0,0,1,0
800,0,33,1089,0,0,0,1,0
800,1,39,1521,1,0,0,0,0
800,0,53,2809,0,1,0,0,0
800,1,45,2025,0,0,1,0,0
800,0,36,1296,0,0,1,0,0
800,0,30,900,0,0,1,0,0
800,0,48,2304,0,0,0,1,0
800,0,51,2601,0,1,0,0,0
800,0,34,1156,0,1,0,0,0
800,1,38,1444,0,1,0,0,0
800,0,36,1296,1,0,0,0,0
800,0,35,1225,0,1,0,0,0
800,0,28,784,0,1,0,0,0
800.32,1,44,1936,0,0,1,0,0
800.84,0,51,2601,0,1,0,0,0
801,0,50,2500,0,0,1,0,0
801,0,29,841,0,0,0,1,0
802,1,24,576,0,0,0,1,0
803,1,49,2401,0,0,0,0,1
803.5,1,38,1444,0,0,0,1,0
805,1,34,1156,0,0,0,1,0
805,1,41,1681,0,0,0,1,0
805.55,1,38,1444,0,0,0,0,1
806,0,36,1296,0,1,0,0,0
806,0,40,1600,0,0,0,0,1
806.24,0,28,784,0,1,0,0,0
807,0,29,841,0,1,0,0,0
807,0,32,1024,0,0,0,0,1
807,0,43,1849,0,1,0,0,0
807,1,29,841,0,0,0,1,0
807,0,59,3481,0,1,0,0,0
807,1,48,2304,0,0,1,0,0
807,1,57,3249,0,1,0,0,0
807,1,39,1521,0,0,0,0,1
807,0,32,1024,0,0,1,0,0
807,1,53,2809,0,0,1,0,0
807,0,35,1225,0,1,0,0,0
807,1,55,3025,0,0,0,1,0
807,0,33,1089,0,1,0,0,0
807,0,28,784,0,1,0,0,0
807,1,26,676,0,1,0,0,0
807,1,50,2500,0,0,1,0,0
807,0,49,2401,0,0,1,0,0
807,1,26,676,0,0,0,1,0
807,0,27,729,0,0,1,0,0
807,1,38,1444,0,0,0,1,0
807,0,29,841,0,0,0,0,1
807,1,27,729,0,1,0,0,0
807,0,40,1600,0,1,0,0,0
807,1,31,961,0,0,1,0,0
807,0,54,2916,0,0,1,0,0
807,1,25,625,0,0,0,1,0
807,0,44,1936,0,0,0,1,0
807.5,0,30,900,0,0,1,0,0
807.69,0,35,1225,0,1,0,0,0
807.69,0,56,3136,0,1,0,0,0
807.69,1,47,2209,0,0,0,1,0
807.69,0,24,576,0,0,0,1,0
807.69,0,52,2704,0,0,1,0,0
807.69,1,54,2916,0,1,0,0,0
807.69,1,33,1089,0,1,0,0,0
807.69,1,40,1600,0,0,0,1,0
807.69,0,31,961,0,0,0,0,1
807.69,1,41,1681,0,0,1,0,0
807.69,0,30,900,0,0,0,1,0
807.69,0,39,1521,0,1,0,0,0
807.69,0,54,2916,0,0,1,0,0
807.69,1,31,961,0,0,1,0,0
807.69,0,44,1936,0,0,1,0,0
807.69,0,55,3025,1,0,0,0,0
807.69,0,37,1369,0,1,0,0,0
807.69,1,42,1764,0,0,0,1,0
807.69,1,44,1936,0,0,1,0,0
807.69,1,47,2209,0,0,0,0,1
807.69,0,33,1089,0,1,0,0,0
807.69,1,27,729,0,0,0,0,1
807.69,1,29,841,0,0,0,0,1
807.69,0,26,676,0,0,0,0,1
807.69,0,34,1156,0,1,0,0,0
807.69,1,51,2601,0,0,0,1,0
807.69,0,56,3136,0,1,0,0,0
807.69,1,52,2704,0,1,0,0,0
807.69,1,27,729,0,0,0,1,0
807.69,0,33,1089,0,1,0,0,0
807.69,0,30,900,0,0,0,1,0
807.69,1,47,2209,0,0,1,0,0
807.69,0,31,961,0,1,0,0,0
807.69,0,29,841,0,0,0,1,0
807.69,1,47,2209,0,1,0,0,0
807.69,0,33,1089,0,0,0,1,0
807.69,1,30,900,0,0,0,1,0
807.69,1,46,2116,0,0,0,0,1
807.69,1,57,3249,0,0,0,1,0
807.69,1,43,1849,0,1,0,0,0
807.69,0,23,529,0,0,0,1,0
807.69,0,55,3025,0,0,0,0,1
807.69,1,52,2704,0,0,1,0,0
807.69,1,50,2500,0,0,0,0,1
807.69,0,36,1296,0,0,0,0,1
807.69,0,36,1296,0,0,1,0,0
807.69,0,46,2116,0,1,0,0,0
807.69,1,47,2209,0,0,0,0,1
807.69,0,44,1936,0,0,0,0,1
807.69,1,23,529,0,0,1,0,0
807.69,0,45,2025,0,1,0,0,0
807.69,0,25,625,0,0,1,0,0
807.69,0,30,900,0,0,1,0,0
807.69,1,56,3136,0,1,0,0,0
807.69,0,36,1296,0,1,0,0,0
807.69,0,45,2025,1,0,0,0,0
807.69,1,47,2209,0,0,1,0,0
807.69,0,48,2304,0,0,0,1,0
807.69,0,44,1936,0,0,0,1,0
807.69,1,36,1296,0,1,0,0,0
807.69,1,49,2401,0,0,0,1,0
807.69,1,40,1600,0,0,0,0,1
807.69,1,37,1369,0,0,0,1,0
807.69,0,52,2704,0,1,0,0,0
807.69,0,44,1936,0,0,0,1,0
807.69,0,53,2809,0,0,0,1,0
808.5,1,41,1681,0,1,0,0,0
809.61,1,50,2500,0,0,0,0,1
810,0,50,2500,0,0,1,0,0
810,1,38,1444,0,0,0,1,0
810,0,21,441,1,0,0,0,0
811.3,0,36,1296,0,1,0,0,0
811.53,0,52,2704,0,1,0,0,0
812,0,39,1521,0,0,1,0,0
812.8,1,45,2025,0,0,1,0,0
814.4,1,36,1296,0,0,1,0,0
814.4,1,42,1764,0,1,0,0,0
816,0,50,2500,0,0,1,0,0
816,0,35,1225,0,1,0,0,0
816,0,41,1681,0,1,0,0,0
816,0,44,1936,0,1,0,0,0
816,0,36,1296,0,0,1,0,0
817,0,48,2304,0,0,0,1,0
817,0,51,2601,0,1,0,0,0
817,0,40,1600,0,0,0,1,0
817.3,1,53,2809,0,1,0,0,0
817.3,0,41,1681,0,0,0,1,0
817.3,0,58,3364,0,0,1,0,0
817.3,0,38,1444,0,1,0,0,0
817.3,0,35,1225,0,0,0,0,1
817.6,0,43,1849,0,0,1,0,0
819,1,62,3844,0,0,0,1,0
820,0,41,1681,0,0,1,0,0
820,0,33,1089,1,0,0,0,0
821.5,1,28,784,0,1,0,0,0
821.8,0,36,1296,0,1,0,0,0
822.5,0,30,900,0,1,0,0,0
822.56,0,38,1444,0,0,1,0,0
823,0,29,841,0,0,0,1,0
823,0,34,1156,0,0,0,1,0
823.07,1,36,1296,0,0,0,0,1
823.07,1,40,1600,0,0,0,0,1
824,1,37,1369,0,0,0,1,0
824,0,63,3969,0,0,0,1,0
824.15,1,48,2304,0,0,0,1,0
825,0,37,1369,0,1,0,0,0
825,1,38,1444,0,0,1,0,0
825,0,32,1024,0,1,0,0,0
825,1,38,1444,0,0,1,0,0
825,0,48,2304,0,1,0,0,0
825,1,35,1225,0,0,0,1,0
825,0,38,1444,0,1,0,0,0
826,0,45,2025,0,1,0,0,0
826,0,52,2704,0,1,0,0,0
826,0,40,1600,0,0,0,0,1
826,0,51,2601,0,0,1,0,0
826,1,33,1089,0,0,0,1,0
826,0,38,1444,0,1,0,0,0
826.2,1,38,1444,0,0,1,0,0
826.4,1,40,1600,0,1,0,0,0
826.8,1,26,676,0,0,0,1,0
826.92,0,33,1089,0,0,0,0,1
826.92,0,39,1521,0,0,1,0,0
826.92,1,29,841,0,0,0,0,1
826.92,1,35,1225,0,0,1,0,0
826.92,0,46,2116,0,0,0,1,0
826.92,0,47,2209,0,0,1,0,0
826.92,0,53,2809,0,0,0,1,0
826.92,1,44,1936,0,0,0,0,1
826.92,0,42,1764,0,0,0,1,0
826.92,0,52,2704,0,0,1,0,0
826.92,0,45,2025,0,1,0,0,0
826.92,0,46,2116,0,1,0,0,0
826.92,0,47,2209,0,0,0,1,0
826.92,1,51,2601,0,1,0,0,0
826.92,0,25,625,0,1,0,0,0
826.92,0,45,2025,0,0,1,0,0
826.92,0,34,1156,0,0,1,0,0
826.92,0,32,1024,0,0,0,1,0
826.92,0,51,2601,0,0,1,0,0
826.92,1,51,2601,0,0,0,0,1
826.92,1,45,2025,0,0,0,1,0
826.92,0,42,1764,0,1,0,0,0
826.92,0,45,2025,0,0,0,1,0
826.92,0,42,1764,0,0,1,0,0
826.92,0,35,1225,0,0,0,1,0
826.92,1,34,1156,0,0,0,1,0
826.92,1,51,2601,0,0,1,0,0
826.92,0,44,1936,0,1,0,0,0
826.92,0,29,841,0,0,1,0,0
826.92,0,22,484,0,1,0,0,0
826.92,0,35,1225,0,0,0,0,1
827,0,38,1444,0,1,0,0,0
827,0,50,2500,0,0,1,0,0
827.5,1,44,1936,0,0,0,1,0
828,0,55,3025,0,1,0,0,0
828.08,0,37,1369,0,0,0,1,0
829,0,47,2209,0,0,1,0,0
830,1,38,1444,0,0,0,1,0
830,0,52,2704,0,0,0,1,0
830,0,60,3600,0,0,1,0,0
830,0,28,784,0,0,0,1,0
830.76,0,31,961,0,0,1,0,0
830.76,0,43,1849,0,0,1,0,0
830.76,1,40,1600,0,0,0,1,0
830.76,0,44,1936,0,0,1,0,0
830.76,1,53,2809,0,0,0,1,0
830.76,0,39,1521,0,0,0,1,0
830.76,1,44,1936,0,0,1,0,0
830.88,1,46,2116,0,0,1,0,0
831.3,0,47,2209,0,1,0,0,0
832,1,34,1156,0,0,0,1,0
832,0,50,2500,0,0,1,0,0
832.5,0,44,1936,0,0,0,0,1
833,0,35,1225,0,0,1,0,0
833.33,0,46,2116,0,0,0,0,1
833.33,0,53,2809,0,0,0,1,0
834,0,43,1849,0,0,0,1,0
834.61,1,56,3136,0,0,0,1,0
836,0,35,1225,0,1,0,0,0
836,0,40,1600,0,0,0,1,0
836,0,40,1600,0,0,0,1,0
836.53,0,42,1764,0,0,0,1,0
836.53,1,38,1444,0,0,1,0,0
836.53,0,39,1521,0,0,0,1,0
836.53,1,51,2601,0,1,0,0,0
836.53,0,40,1600,0,0,1,0,0
836.53,0,35,1225,0,0,0,1,0
837,0,48,2304,0,0,1,0,0
838.3,0,50,2500,1,0,0,0,0
840,0,33,1089,0,0,0,1,0
840,0,37,1369,0,1,0,0,0
840,1,46,2116,0,0,1,0,0
840,0,42,1764,0,1,0,0,0
840,0,33,1089,0,1,0,0,0
840,0,51,2601,0,0,0,1,0
840,0,36,1296,0,1,0,0,0
840,1,51,2601,0,1,0,0,0
840,1,33,1089,0,0,0,0,1
840,0,20,400,0,1,0,0,0
840,0,34,1156,0,0,1,0,0
840,0,31,961,0,0,0,0,1
840,0,46,2116,0,0,1,0,0
840,0,56,3136,0,1,0,0,0
840,0,38,1444,0,1,0,0,0
840,0,41,1681,0,1,0,0,0
840,0,41,1681,0,1,0,0,0
840,0,34,1156,0,0,0,1,0
840,0,49,2401,0,0,1,0,0
840,0,43,1849,0,0,1,0,0
840,0,47,2209,0,0,1,0,0
840,0,37,1369,0,0,1,0,0
840,1,41,1681,0,0,1,0,0
840.32,0,42,1764,0,1,0,0,0
841.2,0,48,2304,1,0,0,0,0
842,0,57,3249,0,0,1,0,0
844,0,22,484,1,0,0,0,0
844.23,1,50,2500,0,0,0,0,1
844.8,1,35,1225,0,0,0,1,0
846,0,30,900,0,1,0,0,0
846,0,33,1089,0,1,0,0,0
846,0,31,961,0,1,0,0,0
846,0,27,729,0,1,0,0,0
846.15,0,54,2916,0,0,1,0,0
846.15,0,31,961,0,0,1,0,0
846.15,0,36,1296,0,0,1,0,0
846.15,1,42,1764,0,0,0,1,0
846.15,1,58,3364,0,0,0,0,1
846.15,0,55,3025,0,0,1,0,0
846.15,0,29,841,0,0,0,1,0
846.15,0,47,2209,0,1,0,0,0
846.15,0,31,961,0,0,1,0,0
846.15,0,28,784,0,0,0,1,0
846.15,1,47,2209,0,0,0,0,1
846.15,0,37,1369,0,0,1,0,0
846.15,0,29,841,0,0,0,1,0
846.15,0,35,1225,1,0,0,0,0
846.15,1,31,961,0,0,1,0,0
846.15,0,29,841,0,0,0,1,0
846.15,1,37,1369,0,0,0,0,1
846.69,1,45,2025,0,1,0,0,0
847,1,41,1681,0,1,0,0,0
848,0,36,1296,0,1,0,0,0
848,0,50,2500,0,0,1,0,0
850,0,42,1764,0,0,0,0,1
850,0,44,1936,0,0,1,0,0
850,0,47,2209,0,0,0,0,1
850,0,41,1681,0,0,1,0,0
850,0,26,676,0,0,1,0,0
850,1,34,1156,0,0,0,1,0
850,0,43,1849,0,0,0,0,1
850,0,44,1936,0,0,1,0,0
850,0,31,961,0,0,1,0,0
850,0,30,900,0,1,0,0,0
850,0,34,1156,0,1,0,0,0
850,0,30,900,0,1,0,0,0
850,0,50,2500,0,0,1,0,0
850,0,26,676,1,0,0,0,0
850,0,25,625,0,1,0,0,0
850,0,36,1296,0,0,0,0,1
850,0,27,729,0,0,1,0,0
850,0,43,1849,0,0,0,1,0
850,0,44,1936,0,1,0,0,0
850,0,26,676,0,0,1,0,0
850,0,53,2809,0,0,1,0,0
850,0,49,2401,0,0,1,0,0
850,0,25,625,0,0,1,0,0
850,1,47,2209,0,0,1,0,0
850,0,46,2116,0,0,1,0,0
850,0,42,1764,0,0,1,0,0
850,0,40,1600,0,0,1,0,0
850,1,30,900,0,1,0,0,0
850,0,47,2209,0,0,0,1,0
850,0,22,484,0,1,0,0,0
850,0,33,1089,0,1,0,0,0
850,0,40,1600,0,0,1,0,0
850,0,44,1936,0,0,1,0,0
850,0,27,729,0,0,0,0,1
850,0,39,1521,0,0,0,1,0
850,0,35,1225,0,0,0,0,1
850,0,51,2601,0,0,0,0,1
850.09,1,48,2304,0,0,0,0,1
852.5,0,41,1681,0,1,0,0,0
853,0,43,1849,0,0,0,0,1
853,0,50,2500,0,0,0,1,0
853,0,36,1296,0,0,0,1,0
853,0,55,3025,0,1,0,0,0
853,1,50,2500,0,0,0,1,0
853,1,39,1521,0,0,0,0,1
853,0,52,2704,0,0,1,0,0
853,0,55,3025,0,0,1,0,0
853,0,41,1681,0,0,1,0,0
853.5,0,28,784,0,0,1,0,0
853.84,0,55,3025,0,0,1,0,0
853.84,0,56,3136,0,0,1,0,0
853.84,1,45,2025,0,0,0,1,0
853.84,0,44,1936,0,0,0,1,0
853.84,0,44,1936,0,0,1,0,0
853.84,1,39,1521,0,0,1,0,0
853.84,0,50,2500,0,0,1,0,0
854.16,1,34,1156,0,0,0,1,0
855,0,31,961,0,0,1,0,0
855,0,46,2116,0,1,0,0,0
855,0,43,1849,0,1,0,0,0
855,0,61,3721,0,0,0,0,1
855.26,1,36,1296,0,0,0,1,0
856,0,43,1849,0,1,0,0,0
856,0,44,1936,0,0,1,0,0
858,0,39,1521,0,1,0,0,0
858,0,44,1936,0,1,0,0,0
858,0,49,2401,0,1,0,0,0
858,0,50,2500,0,0,1,0,0
858,0,37,1369,0,1,0,0,0
858,0,44,1936,0,0,1,0,0
860,0,53,2809,0,0,0,1,0
860,0,43,1849,0,1,0,0,0
860,0,52,2704,0,0,1,0,0
861,0,50,2500,0,1,0,0,0
862.5,1,41,1681,0,1,0,0,0
862.5,1,44,1936,0,0,0,1,0
863.63,1,25,625,0,0,0,0,1
864,1,42,1764,0,0,1,0,0
864,1,46,2116,0,0,0,1,0
864,0,40,1600,0,0,1,0,0
864,1,50,2500,1,0,0,0,0
864,0,44,1936,0,0,1,0,0
864.03,0,52,2704,0,1,0,0,0
864.5,0,37,1369,0,0,1,0,0
865,1,36,1296,0,0,0,1,0
865,0,43,1849,0,0,1,0,0
865,1,47,2209,0,1,0,0,0
865,0,27,729,0,0,0,0,1
865,0,48,2304,0,0,1,0,0
865,0,45,2025,0,0,0,1,0
865,0,50,2500,0,0,1,0,0
865,0,55,3025,0,0,0,1,0
865,0,32,1024,0,0,0,1,0
865,1,31,961,0,0,0,1,0
865,1,59,3481,0,0,0,0,1
865,0,40,1600,0,1,0,0,0
865,1,34,1156,0,0,0,1,0
865,0,40,1600,0,0,1,0,0
865,1,44,1936,0,0,0,1,0
865,1,35,1225,0,0,0,1,0
865,1,47,2209,0,0,0,1,0
865,0,25,625,0,0,0,1,0
865,0,52,2704,0,0,1,0,0
865,0,41,1681,0,0,1,0,0
865,1,32,1024,0,0,0,1,0
865,0,41,1681,0,1,0,0,0
865,1,49,2401,0,0,0,0,1
865,0,45,2025,0,0,1,0,0
865,0,40,1600,0,0,1,0,0
865,0,48,2304,1,0,0,0,0
865,0,45,2025,0,0,1,0,0
865,0,40,1600,0,1,0,0,0
865,0,48,2304,0,0,1,0,0
865,1,49,2401,0,0,0,1,0
865,0,40,1600,0,1,0,0,0
865,1,31,961,0,0,1,0,0
865,0,46,2116,0,0,1,0,0
865,1,46,2116,0,0,0,0,1
865,0,29,841,0,0,0,1,0
865,1,35,1225,0,1,0,0,0
865.2,1,56,3136,0,0,0,0,1
865.2,0,26,676,0,1,0,0,0
865.38,1,36,1296,0,0,0,0,1
865.38,1,39,1521,0,1,0,0,0
865.38,1,33,1089,0,0,0,1,0
865.38,1,41,1681,0,0,1,0,0
865.38,0,43,1849,0,0,1,0,0
865.38,0,36,1296,0,0,0,1,0
865.38,1,50,2500,0,1,0,0,0
865.38,0,34,1156,0,0,0,1,0
865.38,1,55,3025,0,0,0,1,0
865.38,0,34,1156,0,0,0,1,0
865.38,0,45,2025,0,1,0,0,0
865.38,0,38,1444,0,1,0,0,0
865.38,1,35,1225,0,0,0,1,0
865.38,1,26,676,0,0,0,1,0
865.38,1,58,3364,0,0,0,0,1
865.38,1,42,1764,0,0,0,0,1
865.38,0,37,1369,0,0,0,0,1
865.38,1,52,2704,0,0,0,1,0
865.38,0,26,676,0,0,0,1,0
865.38,0,31,961,0,0,0,0,1
865.38,0,49,2401,0,1,0,0,0
865.38,0,39,1521,0,0,0,1,0
865.38,1,35,1225,0,0,0,0,1
865.38,1,55,3025,0,0,1,0,0
865.38,0,44,1936,0,0,1,0,0
865.38,0,55,3025,0,1,0,0,0
865.38,1,50,2500,0,0,0,0,1
865.38,1,31,961,0,0,0,1,0
865.38,0,43,1849,0,0,1,0,0
865.38,0,48,2304,0,1,0,0,0
865.38,0,28,784,0,0,0,1,0
865.38,1,46,2116,0,0,0,1,0
865.38,0,30,900,0,0,0,1,0
865.38,0,50,2500,0,1,0,0,0
865.38,0,41,1681,0,0,1,0,0
865.38,0,39,1521,0,0,0,0,1
865.38,0,57,3249,0,0,1,0,0
865.38,0,50,2500,0,0,0,0,1
865.38,0,34,1156,0,0,0,1,0
865.38,0,33,1089,0,0,0,1,0
865.38,0,49,2401,0,0,1,0,0
865.38,0,37,1369,0,0,0,0,1
865.38,0,59,3481,0,0,0,0,1
865.38,1,44,1936,0,0,0,0,1
865.38,0,59,3481,0,0,1,0,0
865.38,0,51,2601,0,0,1,0,0
865.38,0,28,784,0,0,0,1,0
865.38,0,51,2601,0,0,0,0,1
865.38,0,52,2704,0,1,0,0,0
865.38,0,62,3844,0,0,1,0,0
865.38,0,41,1681,0,0,1,0,0
865.38,0,33,1089,0,0,0,0,1
865.38,0,54,2916,0,0,0,0,1
865.38,1,29,841,0,0,0,1,0
865.38,0,36,1296,0,0,1,0,0
865.38,1,30,900,0,0,0,1,0
865.38,0,38,1444,0,0,1,0,0
865.38,1,30,900,0,0,1,0,0
865.38,0,29,841,0,0,0,0,1
865.38,1,39,1521,0,0,0,0,1
865.38,0,42,1764,0,1,0,0,0
865.38,0,34,1156,0,0,0,1,0
865.38,0,53,2809,0,0,0,1,0
865.38,0,52,2704,0,1,0,0,0
865.38,0,31,961,0,0,0,0,1
865.38,0,54,2916,0,0,1,0,0
865.38,0,40,1600,0,1,0,0,0
865.38,1,41,1681,0,1,0,0,0
865.38,1,33,1089,0,0,0,1,0
865.38,0,42,1764,0,0,1,0,0
865.38,0,34,1156,0,0,1,0,0
865.38,1,31,961,0,0,0,1,0
865.38,1,54,2916,0,0,0,1,0
865.38,0,46,2116,0,0,1,0,0
865.38,0,26,676,0,1,0,0,0
865.38,0,33,1089,0,0,1,0,0
865.38,0,58,3364,0,1,0,0,0
865.38,1,54,2916,0,0,1,0,0
865.38,1,29,841,0,0,0,0,1
865.38,1,44,1936,0,0,1,0,0
865.38,1,53,2809,0,0,0,0,1
865.38,0,49,2401,0,0,0,1,0
865.38,0,51,2601,0,1,0,0,0
865.38,1,37,1369,0,0,0,1,0
865.38,0,25,625,0,0,1,0,0
865.38,0,31,961,0,1,0,0,0
865.38,0,41,1681,0,1,0,0,0
865.38,1,22,484,0,0,1,0,0
865.38,0,35,1225,0,0,0,1,0
865.38,0,42,1764,1,0,0,0,0
865.38,0,35,1225,0,0,0,1,0
865.38,1,42,1764,0,0,0,0,1
865.38,1,25,625,0,0,1,0,0
865.38,1,30,900,0,0,0,1,0
865.38,0,31,961,0,1,0,0,0
865.38,0,37,1369,0,0,0,1,0
865.38,0,25,625,0,0,0,0,1
865.38,0,29,841,0,0,0,1,0
865.38,0,35,1225,0,0,0,1,0
865.38,0,48,2304,0,0,0,1,0
865.38,1,53,2809,0,0,0,1,0
865.38,1,45,2025,0,0,1,0,0
865.38,1,29,841,0,0,1,0,0
865.38,0,24,576,0,0,0,1,0
865.61,0,44,1936,0,1,0,0,0
866,1,37,1369,0,0,0,1,0
866.88,0,46,2116,0,1,0,0,0
867.23,1,52,2704,0,0,0,0,1
868,0,30,900,0,0,1,0,0
868,0,44,1936,0,1,0,0,0
870,0,53,2809,0,0,1,0,0
870,1,45,2025,0,0,0,1,0
870,1,32,1024,0,0,0,1,0
870,1,39,1521,0,0,0,1,0
870,1,32,1024,0,0,0,1,0
871.02,0,42,1764,0,1,0,0,0
873.6,0,43,1849,0,1,0,0,0
874,0,57,3249,0,1,0,0,0
875,0,29,841,0,1,0,0,0
875,0,25,625,1,0,0,0,0
875,1,40,1600,0,0,0,1,0
875,0,48,2304,0,1,0,0,0
875,0,51,2601,0,0,1,0,0
875,0,65,4225,0,0,0,0,1
875,1,32,1024,0,0,0,0,1
875,0,32,1024,0,0,1,0,0
875,0,31,961,1,0,0,0,0
875,1,28,784,0,0,0,0,1
875,0,29,841,0,1,0,0,0
876,0,39,1521,0,0,0,1,0
876,0,37,1369,0,0,0,0,1
876,1,54,2916,0,0,0,0,1
876,0,43,1849,0,0,0,0,1
876,1,52,2704,0,0,0,1,0
876,0,58,3364,1,0,0,0,0
876,1,36,1296,0,0,1,0,0
876.53,0,52,2704,0,0,1,0,0
876.92,0,53,2809,0,0,0,0,1
876.92,0,36,1296,0,0,0,1,0
876.92,0,60,3600,0,0,0,0,1
876.92,1,45,2025,0,0,0,0,1
876.92,1,28,784,0,0,0,1,0
876.92,1,37,1369,0,0,0,1,0
876.92,0,56,3136,1,0,0,0,0
877.42,1,58,3364,0,0,1,0,0
877.5,0,48,2304,0,0,0,1,0
878.75,0,43,1849,0,0,1,0,0
879.6,0,44,1936,0,1,0,0,0
880,0,52,2704,0,1,0,0,0
880,0,62,3844,1,0,0,0,0
880,0,42,1764,0,1,0,0,0
880,0,40,1600,0,1,0,0,0
880,1,52,2704,0,0,0,0,1
880,0,40,1600,0,0,1,0,0
880,0,45,2025,0,1,0,0,0
880,0,46,2116,0,0,1,0,0
880,0,45,2025,0,1,0,0,0
880,0,55,3025,0,1,0,0,0
880,0,46,2116,0,0,1,0,0
880,0,52,2704,0,1,0,0,0
880,0,51,2601,0,1,0,0,0
880,1,43,1849,0,0,0,1,0
880,0,29,841,0,0,1,0,0
880,0,30,900,0,0,1,0,0
880,0,59,3481,0,1,0,0,0
880,0,45,2025,0,1,0,0,0
880,0,38,1444,0,1,0,0,0
880,0,57,3249,0,1,0,0,0
880,1,50,2500,0,0,0,0,1
880,1,53,2809,0,0,1,0,0
880,0,41,1681,0,0,1,0,0
880,0,38,1444,0,1,0,0,0
880,0,38,1444,0,1,0,0,0
880,0,31,961,1,0,0,0,0
880,0,34,1156,0,0,1,0,0
880,0,27,729,0,0,1,0,0
880,0,42,1764,0,0,1,0,0
880,0,34,1156,0,1,0,0,0
880,0,63,3969,0,0,1,0,0
880,0,40,1600,0,0,1,0,0
880,0,38,1444,0,0,1,0,0
880,0,56,3136,0,1,0,0,0
880,0,31,961,0,1,0,0,0
880,1,35,1225,0,0,1,0,0
880,0,32,1024,0,1,0,0,0
880,1,37,1369,0,1,0,0,0
880,0,41,1681,0,0,1,0,0
880,0,51,2601,0,1,0,0,0
880,1,39,1521,0,0,1,0,0
880,0,49,2401,0,0,0,1,0
880,0,28,784,0,0,0,1,0
880.95,1,44,1936,0,0,0,0,1
882,0,39,1521,0,0,1,0,0
883.75,0,26,676,0,1,0,0,0
883.94,0,59,3481,1,0,0,0,0
884,0,45,2025,0,1,0,0,0
884,0,53,2809,1,0,0,0,0
884,0,33,1089,0,1,0,0,0
884,0,39,1521,0,1,0,0,0
884,0,48,2304,0,0,1,0,0
884.61,1,48,2304,0,1,0,0,0
884.61,0,54,2916,0,0,1,0,0
884.61,1,25,625,0,1,0,0,0
884.61,0,32,1024,0,1,0,0,0
884.61,0,54,2916,0,1,0,0,0
884.61,0,44,1936,0,0,1,0,0
884.61,1,54,2916,0,0,0,1,0
884.61,0,38,1444,1,0,0,0,0
884.61,1,49,2401,0,0,0,0,1
884.93,0,35,1225,0,0,0,1,0
886,0,39,1521,0,0,1,0,0
886,0,36,1296,0,0,1,0,0
887.5,0,42,1764,0,0,1,0,0
887.5,0,39,1521,0,0,0,0,1
888.88,0,31,961,0,0,0,1,0
888.88,1,46,2116,0,0,0,1,0
889.2,1,39,1521,0,1,0,0,0
889.2,1,45,2025,0,1,0,0,0
889.2,1,50,2500,0,0,1,0,0
890,0,53,2809,0,0,1,0,0
890,0,37,1369,0,0,1,0,0
890,1,47,2209,0,0,0,1,0
893,0,43,1849,0,0,1,0,0
894,1,56,3136,0,1,0,0,0
894,0,43,1849,0,0,1,0,0
894.23,0,38,1444,0,0,0,0,1
894.23,1,39,1521,0,0,1,0,0
895,1,38,1444,0,1,0,0,0
895.6,1,46,2116,0,0,0,0,1
895.6,1,46,2116,0,0,0,1,0
896,1,31,961,0,1,0,0,0
896,0,31,961,0,0,0,1,0
896,1,31,961,0,1,0,0,0
900,1,50,2500,0,0,1,0,0
900,0,44,1936,0,0,1,0,0
900,0,40,1600,0,1,0,0,0
900,0,37,1369,0,0,1,0,0
900,1,52,2704,0,0,0,1,0
900,0,60,3600,0,0,1,0,0
900,0,62,3844,0,0,1,0,0
900,1,46,2116,0,1,0,0,0
900,0,37,1369,0,0,1,0,0
900,0,35,1225,0,0,1,0,0
900,0,36,1296,0,0,1,0,0
900,0,30,900,0,1,0,0,0
900,1,33,1089,0,0,1,0,0
900,1,36,1296,0,0,0,0,1
900,1,31,961,0,0,0,1,0
900,1,54,2916,0,1,0,0,0
900,0,27,729,0,0,1,0,0
900,1,28,784,0,0,1,0,0
900,0,39,1521,0,0,1,0,0
900,0,22,484,0,0,0,1,0
900,1,52,2704,0,1,0,0,0
900,0,58,3364,0,0,0,1,0
900,1,39,1521,0,0,0,1,0
900,0,25,625,0,1,0,0,0
900,0,22,484,0,0,0,1,0
900,0,47,2209,0,0,1,0,0
900,0,25,625,0,1,0,0,0
900,0,36,1296,0,0,1,0,0
900,0,48,2304,0,1,0,0,0
900,0,28,784,0,1,0,0,0
900,1,38,1444,0,0,0,1,0
900,0,34,1156,0,0,1,0,0
900,0,48,2304,0,0,0,0,1
900,0,36,1296,0,0,0,1,0
900,1,49,2401,0,0,0,0,1
900,1,23,529,0,1,0,0,0
900,0,42,1764,0,1,0,0,0
900,0,33,1089,0,1,0,0,0
900,0,46,2116,0,0,0,1,0
900,0,48,2304,0,1,0,0,0
900,1,33,1089,0,0,0,1,0
900,0,51,2601,0,0,1,0,0
